genre,gross,rate,runtime,title,vote,yr
"Drama, Romance",$0.18M,7.5,127 min,The Edukators,29113,2004
"Comedy, Family, Romance",None,8.2,160 min,Andaz Apna Apna,43760,1994
"Action, Crime, Thriller",None,8.2,130 min,Waar,28737,2013
"Comedy, Drama",None,7.4,106 min,Magic Carpet Ride,23532,2005
"Drama, Romance",$0.88M,7.6,140 min,Raanjhanaa,25587,2013
"Action, Drama",None,7.2,128 min,Gabbar is Back,20344,2015
"Comedy, Drama, Romance",None,7.7,128 min,Tanu Weds Manu Returns,22650,2015
Comedy,None,7.6,134 min,Pek Yakinda,26202,2014
"Crime, Drama, Musical",None,7.8,175 min,Baazigar,22200,1993
"Comedy, Drama, Romance",$0.72M,7.6,138 min,Wake Up Sid,23503,2009
"Action, Thriller",None,8.4,148 min,Vishwaroopam,37378,2013
"Comedy, Western",None,7.4,112 min,Yahsi Bati,24196,2009
"Comedy, Drama, Fantasy",None,8.1,144 min,Keep at It Munna Bhai,36383,2006
"Comedy, Drama, Romance",$0.60M,7.5,155 min,Jaane Tu... Ya Jaane Na,22231,2008
"Comedy, Fantasy, Sci-Fi",None,7.3,127 min,A.R.O.G,29490,2008
"Action, Thriller",None,7.9,165 min,Gun,20079,2012
"Comedy, Drama",None,7.5,122 min,Hokkabaz,24591,2006
"Action, Drama, Thriller",None,8.2,128 min,Nefes: Vatan Sagolsun,28707,2009
