genre,gross,rate,runtime,title,vote,yr,titleClean,cleanTitleSpot
Drama,$98.47M,7.8,154 min,The Color Purple,69219,1985,The Color Purple,The Color Purple
"Drama, Fantasy, Romance",$217.63M,7.0,127 min,Ghost,172665,1990,Ghost,Ghost
Horror,$7.00M,7.4,89 min,Eraserhead,86009,1977,Eraserhead,Eraserhead
"Drama, Mystery, Thriller",$1.74M,7.5,112 min,We Need to Talk About Kevin,117803,2011,We Need to Talk About Kevin,We Need to Talk About Kevin
"Comedy, Horror",$30.57M,7.6,97 min,An American Werewolf in London,78182,1981,An American Werewolf in London,An American Werewolf in London
"Adventure, Drama, Sci-Fi",None,7.7,114 min,Battle Royale,155227,2000,Battle Royale,Battle Royale
Comedy,$86.30M,8.0,106 min,Young Frankenstein,129255,1974,Young Frankenstein,Young Frankenstein
"Drama, Sci-Fi",$3.03M,7.1,135 min,Melancholia,147629,2011,Melancholia,Melancholia
"Adventure, Comedy, Drama",$13.62M,7.7,106 min,Y Tu Mamá También,102511,2001,Y Tu Mamá También,Y Tu Mama Tambien
"Animation, Adventure, Comedy",$176.39M,7.5,81 min,Ice Age,380922,2002,Ice Age,Ice Age
"Comedy, Crime",$15.02M,7.2,110 min,Seven Psychopaths,215493,2012,Seven Psychopaths,Seven Psychopaths
"Action, Comedy, Crime",$87.34M,7.0,111 min,Pineapple Express,284457,2008,Pineapple Express,Pineapple Express
"Drama, Sport",$6.39M,7.2,119 min,Rocky II,162622,1979,Rocky II,Rocky 
"Adventure, Sci-Fi, Thriller",$3.68M,7.3,107 min,Sunshine,213970,2007,Sunshine,Sunshine
"Mystery, Thriller",$31.90M,7.1,105 min,Dressed to Kill,28924,1980,Dressed to Kill,Dressed to Kill
"Comedy, Drama, Romance",$6.74M,7.8,105 min,Me and Earl and the Dying Girl,107608,2015,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl
"Comedy, Drama, Romance",$19.07M,7.0,108 min,Waitress,40828,2007,Waitress,Waitress
"Comedy, Drama",None,7.0,112 min,The Meyerowitz Stories (New and Selected),26257,2017,The Meyerowitz Stories (New and Selected),The Meyerowitz Stories New and Selected
"Adventure, Comedy, Sci-Fi",$37.41M,7.0,104 min,Paul,214392,2011,Paul,Paul
"Drama, War",$36.40M,7.6,170 min,The Thin Red Line,156067,1998,The Thin Red Line,The Thin Red Line
"Drama, Romance",$23.22M,7.1,96 min,Vicky Cristina Barcelona,221949,2008,Vicky Cristina Barcelona,Vicky Cristina Barcelona
"Biography, Drama, Sport",$23.38M,8.2,129 min,Raging Bull,276472,1980,Raging Bull,Raging Bull
"Animation, Action, Drama",$0.55M,8.1,124 min,Akira,131009,1988,Akira,Akira
"Animation, Adventure, Comedy",$162.80M,7.2,95 min,A Bug's Life,239616,1998,A Bug's Life,A Bugs Life
"Animation, Adventure, Comedy",$156.45M,7.7,104 min,Who Framed Roger Rabbit,162516,1988,Who Framed Roger Rabbit,Who Framed Roger Rabbit
"Comedy, Crime, Mystery",$14.64M,7.3,94 min,Clue,66555,1985,Clue,Clue
"Action, Comedy, Horror",None,7.1,105 min,Planet Terror,183803,2007,Planet Terror,Planet Terror
Comedy,$90.40M,7.5,116 min,Trading Places,118486,1983,Trading Places,Trading Places
"Drama, History, Thriller",$83.08M,7.1,121 min,Valkyrie,207408,2008,Valkyrie,Valkyrie
"Animation, Action, Adventure",$177.00M,7.8,102 min,How to Train Your Dragon 2,258948,2014,How to Train Your Dragon 2,How to Train Your Dragon 2
"Comedy, Music",$121.70M,7.0,94 min,Wayne's World,127845,1992,Wayne's World,Waynes World
Drama,$43.44M,7.3,123 min,A River Runs Through It,47387,1992,A River Runs Through It,A River Runs Through It
"Crime, Drama",None,8.1,126 min,Cool Hand Luke,142302,1967,Cool Hand Luke,Cool Hand Luke
"Action, Adventure, Thriller",$134.53M,7.2,128 min,Live Free or Die Hard,363317,2007,Live Free or Die Hard,Live Free or Die Hard
"Comedy, Horror, Musical",$38.75M,7.0,94 min,Little Shop of Horrors,56463,1986,Little Shop of Horrors,Little Shop of Horrors
"Biography, Drama, Sport",$12.10M,7.0,134 min,Foxcatcher,122684,2014,Foxcatcher,Foxcatcher
"Biography, Drama",None,8.2,124 min,The Elephant Man,192852,1980,The Elephant Man,The Elephant Man
"Animation, Family, Fantasy",None,8.2,86 min,My Neighbor Totoro,224501,1988,My Neighbor Totoro,My Neighbor Totoro
"Action, Comedy, Crime",$141.15M,7.0,98 min,Rush Hour,212238,1998,Rush Hour,Rush Hour
"Action, Thriller, War",$42.75M,7.0,92 min,Rambo,196495,2008,Rambo,Rambo
"Drama, Romance",$19.07M,7.1,113 min,Remember Me,126305,2010,Remember Me,Remember Me
Drama,$33.41M,7.3,98 min,Blue Jasmine,174190,2013,Blue Jasmine,Blue Jasmine
"Action, Adventure, Thriller",$63.60M,7.0,130 min,Thunderball,92146,1965,Thunderball,Thunderball
"Drama, War",$9.03M,7.8,94 min,The Boy in the Striped Pajamas,161093,2008,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas
"Drama, Romance, Sci-Fi",$2.43M,7.2,103 min,Never Let Me Go,126395,2010,Never Let Me Go,Never Let Me Go
"Drama, Romance",$5.54M,8.1,101 min,Before Sunrise,227380,1995,Before Sunrise,Before Sunrise
"Crime, Drama",$10.72M,7.1,106 min,The Drop,127550,2014,The Drop,The Drop
"Adventure, Biography, Drama",$37.88M,7.1,115 min,Wild,106210,2014,Wild,Wild
"Crime, Drama",$1.53M,8.0,178 min,Dogville,121548,2003,Dogville,Dogville
"Animation, Drama, Family",$53.36M,7.4,77 min,Corpse Bride,216057,2005,Corpse Bride,Corpse Bride
"Comedy, Drama",$22.25M,7.7,114 min,Adaptation.,160888,2002,Adaptation.,Adaptation
"Drama, Fantasy, Romance",$63.41M,7.1,107 min,The Time Traveler's Wife,128652,2009,The Time Traveler's Wife,The Time Travelers Wife
"Action, Adventure, Comedy",$11.10M,7.3,99 min,Big Trouble in Little China,108117,1986,Big Trouble in Little China,Big Trouble in Little China
"Drama, Sci-Fi",$132.09M,7.7,138 min,Close Encounters of the Third Kind,161296,1977,Close Encounters of the Third Kind,Close Encounters of the Third Kind
"Animation, Adventure, Comedy",$268.49M,7.3,104 min,Monsters University,278210,2013,Monsters University,Monsters University
"Action, Crime, Drama",$2.06M,7.4,110 min,Brick,92868,2005,Brick,Brick
"Drama, Romance",$37.43M,7.1,123 min,The Longest Ride,66935,2015,The Longest Ride,The Longest Ride
Drama,$21.59M,7.4,130 min,Mud,152502,2012,Mud,Mud
"Action, Crime, Drama",$1.82M,7.2,103 min,Harry Brown,79300,2009,Harry Brown,Harry Brown
"Action, Adventure, Drama",$208.55M,7.6,130 min,Dawn of the Planet of the Apes,378398,2014,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes
"Crime, Drama, History",$34.60M,7.8,128 min,Mississippi Burning,75378,1988,Mississippi Burning,Mississippi Burning
"Mystery, Sci-Fi, Thriller",$14.38M,7.7,100 min,Dark City,173263,1998,Dark City,Dark City
"Crime, Drama, Thriller",$2.34M,7.4,105 min,Layer Cake,147835,2004,Layer Cake,Layer Cake
"Comedy, Drama, Romance",$65.71M,7.0,121 min,Ever After: A Cinderella Story,63188,1998,Ever After: A Cinderella Story,Ever After A Cinderella Story
"Drama, Romance",$30.04M,7.6,150 min,Sophie's Choice,34959,1982,Sophie's Choice,Sophies Choice
"Action, Crime, Thriller",$5.69M,7.3,114 min,RocknRolla,214474,2008,RocknRolla,RocknRolla
"Adventure, Drama, Western",None,8.0,119 min,The Searchers,70726,1956,The Searchers,The Searchers
"Action, Adventure, Thriller",$51.08M,7.7,110 min,Goldfinger,154000,1964,Goldfinger,Goldfinger
"Comedy, Drama",$52.36M,7.6,110 min,The Royal Tenenbaums,238142,2001,The Royal Tenenbaums,The Royal Tenenbaums
"Comedy, Drama, Romance",$2.14M,7.4,118 min,Paterson,49479,2016,Paterson,Paterson
"Drama, Music, Romance",$22.00M,7.7,110 min,Billy Elliot,110319,2000,Billy Elliot,Billy Elliot
"Action, Crime, Thriller",$0.03M,7.1,126 min,Spy Game,132067,2001,Spy Game,Spy Game
"Drama, Fantasy, Romance",$44.62M,7.2,178 min,Meet Joe Black,188702,1998,Meet Joe Black,Meet Joe Black
"Drama, War",$28.50M,7.1,105 min,Brothers,99905,2009,Brothers,Brothers
"Biography, Drama",$125.60M,7.3,131 min,Erin Brockovich,152844,2000,Erin Brockovich,Erin Brockovich
"Crime, Drama, Mystery",$37.02M,7.1,127 min,State of Play,123115,2009,State of Play,State of Play
"Adventure, Drama, Thriller",$11.49M,8.4,149 min,Das Boot,199825,1981,Das Boot,Das Boot
"Drama, History, Thriller",$47.40M,7.6,164 min,Munich,193997,2005,Munich,Munich
"Drama, Romance",$69.95M,7.6,123 min,Seven Pounds,260650,2008,Seven Pounds,Seven Pounds
"Animation, Family, Fantasy",$184.93M,7.6,83 min,Snow White and the Seven Dwarfs,156801,1937,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
"Comedy, Crime",$52.93M,7.5,120 min,My Cousin Vinny,93213,1992,My Cousin Vinny,My Cousin Vinny
"Biography, Drama, History",$30.08M,7.5,124 min,Elizabeth,83256,1998,Elizabeth,Elizabeth
"Crime, Drama",None,7.9,94 min,Badlands,55873,1973,Badlands,Badlands
"Animation, Adventure, Comedy",$56.00M,7.0,92 min,ParaNorman,83754,2012,ParaNorman,ParaNorman
"Horror, Sci-Fi",$24.95M,7.4,115 min,Invasion of the Body Snatchers,44085,1978,Invasion of the Body Snatchers,Invasion of the Body Snatchers
Comedy,$85.29M,7.2,94 min,Anchorman: The Legend of Ron Burgundy,299185,2004,Anchorman: The Legend of Ron Burgundy,Anchorman The Legend of Ron Burgundy
"Drama, Family, Musical",$80.50M,8.0,181 min,Fiddler on the Roof,33823,1971,Fiddler on the Roof,Fiddler on the Roof
"Drama, Music",$13.24M,7.5,104 min,Inside Llewyn Davis,118028,2013,Inside Llewyn Davis,Inside Llewyn Davis
Comedy,$3.37M,7.0,117 min,Everybody Wants Some!!,45741,2016,Everybody Wants Some!!,Everybody Wants Some
"Adventure, Drama, History",None,8.1,185 min,Barry Lyndon,125997,1975,Barry Lyndon,Barry Lyndon
"Biography, Drama, Family",$59.71M,7.2,123 min,Secretariat,23527,2010,Secretariat,Secretariat
"Drama, Romance",$41.68M,7.6,110 min,The Hours,113566,2002,The Hours,The Hours
"Crime, Drama",$17.27M,7.8,121 min,A Bronx Tale,112319,1993,A Bronx Tale,A Bronx Tale
"Drama, Thriller, War",$18.70M,7.3,102 min,Eye in the Sky,69435,2015,Eye in the Sky,Eye in the Sky
"Drama, Sci-Fi",$0.03M,8.3,153 min,Metropolis,136443,1927,Metropolis,Metropolis
"Drama, History, War",$50.80M,7.4,175 min,A Bridge Too Far,45521,1977,A Bridge Too Far,A Bridge Too Far
"Adventure, Comedy, Family",$76.22M,7.2,95 min,Paddington,76431,2014,Paddington,Paddington
Drama,$11.99M,8.5,155 min,Cinema Paradiso,190249,1988,Cinema Paradiso,Cinema Paradiso
"Action, Drama, Sci-Fi",$176.76M,7.6,105 min,Rise of the Planet of the Apes,461123,2011,Rise of the Planet of the Apes,Rise of the Planet of the Apes
"Action, Drama, Family",$85.47M,7.1,127 min,Real Steel,278190,2011,Real Steel,Real Steel
"Adventure, Drama, History",$95.64M,7.2,154 min,Cold Mountain,129080,2003,Cold Mountain,Cold Mountain
"Comedy, Drama",$10.62M,8.2,153 min,PK,127666,2014,PK,PK
"Adventure, Crime, Drama",$45.36M,7.4,130 min,Thelma &amp; Louise,116981,1991,Thelma and Louise,Thelma and Louise
"Drama, Mystery, Thriller",$67.36M,7.2,118 min,Insomnia,246734,2002,Insomnia,Insomnia
"Comedy, Drama, Romance",$148.48M,7.7,139 min,As Good as It Gets,247050,1997,As Good as It Gets,As Good as It Gets
"Crime, Drama, Romance",$24.06M,7.4,113 min,Body Heat,26661,1981,Body Heat,Body Heat
"Comedy, Drama, Romance",$92.82M,7.6,96 min,When Harry Met Sally...,170901,1989,When Harry Met Sally...,When Harry Met Sally
"Comedy, Musical, Romance",$8.82M,8.3,103 min,Singin' in the Rain,186750,1952,Singin' in the Rain,Singin in the Rain
"Adventure, Biography, Drama",$18.34M,7.6,94 min,127 Hours,313737,2010,127 Hours,127 Hours
"Comedy, Drama, Romance",$26.78M,7.5,102 min,Garden State,198855,2004,Garden State,Garden State
"Comedy, Drama, Music",$27.28M,7.5,113 min,High Fidelity,155337,2000,High Fidelity,High Fidelity
"Mystery, Thriller",$3.80M,7.6,134 min,Lost Highway,114018,1997,Lost Highway,Lost Highway
"Action, Adventure, Thriller",$46.80M,7.1,125 min,The Spy Who Loved Me,86334,1977,The Spy Who Loved Me,The Spy Who Loved Me
"Animation, Drama, Fantasy",$3.73M,7.5,108 min,A Monster Calls,64990,2016,A Monster Calls,A Monster Calls
"Comedy, Drama, Romance",$41.39M,7.1,101 min,About a Boy,156178,2002,About a Boy,About a Boy
"Comedy, Drama, Music",$2.70M,7.3,124 min,Youth,61276,2015,Youth,Youth
"Animation, Adventure, Drama",$101.22M,7.1,99 min,The Prince of Egypt,104297,1998,The Prince of Egypt,The Prince of Egypt
"Drama, Sci-Fi, Thriller",$64.58M,7.1,84 min,Chronicle,224472,2012,Chronicle,Chronicle
"Crime, Drama",$43.85M,7.4,126 min,Wall Street,131218,1987,Wall Street,Wall Street
"Drama, Romance",$71.51M,7.3,121 min,Chocolat,164467,2000,Chocolat,Chocolat
"Action, Thriller",$176.24M,7.8,108 min,The Bourne Supremacy,396254,2004,The Bourne Supremacy,The Bourne Supremacy
"Comedy, Music",$0.19M,8.0,82 min,This Is Spinal Tap,116927,1984,This Is Spinal Tap,This Is Spinal Tap
"Animation, Action, Adventure",$77.59M,7.3,107 min,The Adventures of Tintin,196891,2011,The Adventures of Tintin,The Adventures of Tintin
"Biography, Drama",$17.75M,7.2,122 min,Steve Jobs,133223,2015,Steve Jobs,Steve Jobs
"Action, Drama, Western",$12.54M,8.0,141 min,Rio Bravo,49061,1959,Rio Bravo,Rio Bravo
"Animation, Drama, War",None,8.5,89 min,Grave of the Fireflies,183125,1988,Grave of the Fireflies,Grave of the Fireflies
"Action, Sci-Fi, Thriller",None,7.0,88 min,Westworld,44483,1973,Westworld,Westworld
"Drama, History, War",$22.24M,7.8,153 min,Empire of the Sun,102341,1987,Empire of the Sun,Empire of the Sun
"Crime, Drama, Thriller",$1.01M,7.1,104 min,Hard Candy,143771,2005,Hard Candy,Hard Candy
"Adventure, Mystery, Thriller",$13.28M,8.3,136 min,North by Northwest,260494,1959,North by Northwest,North by Northwest
"Drama, Horror, Romance",$2.12M,7.9,115 min,Let the Right One In,190281,2008,Let the Right One In,Let the Right One In
"Action, Crime, Drama",$21.15M,7.4,133 min,The Next Three Days,162426,2010,The Next Three Days,The Next Three Days
"Comedy, Drama",$27.55M,7.9,120 min,Do the Right Thing,70745,1989,Do the Right Thing,Do the Right Thing
"Drama, Romance",$2.73M,8.1,98 min,In the Mood for Love,99545,2000,In the Mood for Love,In the Mood for Love
"Mystery, Thriller",None,7.6,108 min,The Body,38551,2012,The Body,The Body
"Comedy, Crime",$22.85M,7.4,94 min,Raising Arizona,112670,1987,Raising Arizona,Raising Arizona
"Comedy, Horror",$11.50M,7.6,81 min,Army of Darkness,146411,1992,Army of Darkness,Army of Darkness
Comedy,$128.51M,7.3,84 min,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,324674,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Comedy,$20.05M,8.1,94 min,Life of Brian,319715,1979,Life of Brian,Life of Brian
"Crime, Drama, Thriller",$40.90M,7.6,113 min,Falling Down,151059,1993,Falling Down,Falling Down
"Comedy, Romance",$71.44M,7.0,105 min,"I Love You, Man",181615,2009,"I Love You, Man",I Love You Man
"Action, Drama, Horror",$0.13M,7.8,142 min,I Saw the Devil,89079,2010,I Saw the Devil,I Saw the Devil
"Adventure, Drama",$0.06M,7.3,111 min,The Road,200984,2009,The Road,The Road
"Animation, Action, Adventure",$187.17M,7.2,98 min,The Croods,171385,2013,The Croods,The Croods
"Drama, Mystery, Sci-Fi",$0.50M,7.3,90 min,Cube,184384,1997,Cube,Cube
"Horror, Thriller",$24.92M,7.1,106 min,Fright Night,50771,1985,Fright Night,Fright Night
"Biography, Drama, History",$23.53M,8.1,121 min,Hotel Rwanda,304365,2004,Hotel Rwanda,Hotel Rwanda
"Biography, Crime, Drama",$50.00M,8.0,125 min,Dog Day Afternoon,212333,1975,Dog Day Afternoon,Dog Day Afternoon
"Comedy, Drama, Romance",$71.50M,7.5,127 min,Sideways,165646,2004,Sideways,Sideways
"Comedy, Drama, Romance",$52.70M,7.1,117 min,Four Weddings and a Funeral,121532,1994,Four Weddings and a Funeral,Four Weddings and a Funeral
"Crime, Drama, Thriller",$0.26M,7.1,90 min,Blue Ruin,55862,2013,Blue Ruin,Blue Ruin
"Crime, Drama, Mystery",$17.11M,7.7,100 min,Eastern Promises,208987,2007,Eastern Promises,Eastern Promises
"Action, Drama, Thriller",$47.54M,7.0,110 min,The Kingdom,110437,2007,The Kingdom,The Kingdom
"Drama, Romance",$12.23M,7.1,119 min,Far from the Madding Crowd,39281,2015,Far from the Madding Crowd,Far from the Madding Crowd
"Biography, Crime, Drama",$3.90M,7.5,160 min,The Assassination of Jesse James by the Coward Robert Ford,152706,2007,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford
"Drama, Music, Romance",$40.16M,7.6,121 min,The Piano,71172,1993,The Piano,The Piano
"Film-Noir, Mystery, Thriller",$0.45M,8.2,93 min,The Third Man,137423,1949,The Third Man,The Third Man
"Comedy, Drama, Romance",$3.43M,7.5,108 min,Malèna,76574,2000,Malèna,Malena
"Comedy, Drama, Romance",$31.97M,7.2,112 min,"Definitely, Maybe",142069,2008,"Definitely, Maybe",Definitely Maybe
"Adventure, Drama, Sci-Fi",$54.46M,7.6,145 min,The Abyss,147172,1989,The Abyss,The Abyss
"Comedy, Horror",$16.67M,7.2,96 min,Tremors,104521,1990,Tremors,Tremors
Western,$14.50M,8.0,99 min,A Fistful of Dollars,170842,1964,A Fistful of Dollars,A Fistful of Dollars
"Drama, War",None,8.2,142 min,Come and See,39849,1985,Come and See,Come and See
"Adventure, Family, Fantasy",$40.58M,7.2,93 min,The Dark Crystal,48063,1982,The Dark Crystal,The Dark Crystal
"Crime, Drama",$4.50M,8.0,180 min,"Blood In, Blood Out",25928,1993,"Blood In, Blood Out",Blood In Blood Out
Drama,$44.79M,7.9,113 min,Midnight Cowboy,87186,1969,Midnight Cowboy,Midnight Cowboy
"Comedy, Crime, Drama",$14.56M,7.2,125 min,Wild at Heart,72012,1990,Wild at Heart,Wild at Heart
"Adventure, Drama, Fantasy",$34.97M,7.4,140 min,Excalibur,51923,1981,Excalibur,Excalibur
"Comedy, Drama, Romance",$6.35M,7.1,101 min,It's Kind of a Funny Story,122132,2010,It's Kind of a Funny Story,Its Kind of a Funny Story
"Comedy, Drama, Family",$114.97M,7.3,104 min,Big,172110,1988,Big,Big
"Biography, Crime, Drama",$41.91M,7.8,127 min,Donnie Brasco,249189,1997,Donnie Brasco,Donnie Brasco
"Adventure, Comedy, Drama",$30.65M,7.3,130 min,Dogma,194674,1999,Dogma,Dogma
"Crime, Drama, Thriller",None,7.2,130 min,Elle,50955,2016,Elle,Elle
"Drama, Fantasy, Musical",$24.34M,7.4,133 min,Across the Universe,99633,2007,Across the Universe,Across the Universe
"Crime, Horror, Mystery",$8.62M,7.2,120 min,Manhunter,57341,1986,Manhunter,Manhunter
"Animation, Adventure, Family",$141.84M,7.6,78 min,The Jungle Book,144075,1967,The Jungle Book,The Jungle Book
Comedy,$8.58M,7.4,90 min,Death at a Funeral,98972,2007,Death at a Funeral,Death at a Funeral
"Crime, Drama",$57.50M,7.8,112 min,Boyz n the Hood,107896,1991,Boyz n the Hood,Boyz n the Hood
"Biography, Drama",$116.63M,7.2,132 min,The Butler,99715,2013,The Butler,The Butler
"Crime, Drama, Mystery",$32.17M,7.1,106 min,Side Effects,164413,2013,Side Effects,Side Effects
"Action, Adventure, Thriller",$100.01M,7.6,128 min,Die Hard with a Vengeance,331092,1995,Die Hard with a Vengeance,Die Hard with a Vengeance
"Romance, Sci-Fi, Thriller",$62.50M,7.1,106 min,The Adjustment Bureau,221545,2011,The Adjustment Bureau,The Adjustment Bureau
"Comedy, Drama",$17.11M,7.7,93 min,Rushmore,152862,1998,Rushmore,Rushmore
"Crime, Drama, Thriller",$3.13M,7.4,112 min,Mean Streets,80676,1973,Mean Streets,Mean Streets
"Comedy, Drama",None,7.8,97 min,Perfetti sconosciuti,39135,2016,Perfetti sconosciuti,Perfetti sconosciuti
"Comedy, Drama, History",$100.32M,7.1,123 min,Shakespeare in Love,195786,1998,Shakespeare in Love,Shakespeare in Love
"Biography, Drama, History",$70.60M,8.0,138 min,All the President's Men,87713,1976,All the President's Men,All the Presidents Men
"Adventure, Biography, Drama",$10.14M,7.3,123 min,The Walk,105115,2015,The Walk,The Walk
"Drama, Romance",$5.46M,7.5,136 min,Little Children,98909,2006,Little Children,Little Children
"Action, Adventure, Fantasy",$128.08M,7.9,120 min,"Crouching Tiger, Hidden Dragon",235016,2000,"Crouching Tiger, Hidden Dragon",Crouching Tiger Hidden Dragon
"Adventure, Comedy, Drama",$2.28M,7.9,117 min,The Fall,99272,2006,The Fall,The Fall
"Adventure, Drama, History",$74.70M,8.1,212 min,Ben-Hur,194128,1959,Ben-Hur,BenHur
"Drama, History, War",$79.88M,7.2,146 min,War Horse,132036,2011,War Horse,War Horse
"Crime, Drama",$47.12M,7.4,141 min,The Judge,157917,2014,The Judge,The Judge
"Biography, Drama",$48.23M,7.2,120 min,Mask,23141,1985,Mask,Mask
